Entity,AttributeName,Attribute
裘锡圭,国籍,中国
裘锡圭,毕业院校,复旦大学
秦大河,民族,汉族
秦大河,国籍,中国
秦大河,毕业院校,兰州大学
钱果丰,性别,男
钱果丰,国籍,中国
任晓敏,国籍,中国
任晓敏,职业,教师
史树中,国籍,中国
任纪舜,性别,男
任纪舜,国籍,中国
沈国荣,民族,汉族
沈国荣,国籍,中国
沈四宝,性别,男
石计生,性别,男
石计生,国籍,中国
舒其望,性别,男
舒其望,国籍,中国
舒其望,职业,教授
汤云为,民族,汉族
汤云为,国籍,中国
唐孝威,性别,男
唐孝威,国籍,中国
唐孝威,毕业院校,清华大学
田长霖,民族,汉族
田长霖,国籍,中国
田长霖,毕业院校,国立台湾大学
童庆禧,民族,汉族
童庆禧,国籍,中国
吴国雄,性别,男
吴国雄,国籍,中国
吴国雄,政党,中国共产党
乌家培,民族,汉族
乌家培,国籍,中国
乌家培,毕业院校,东北财经学院
谭兵,民族,汉族
谭兵,国籍,中国
吴慰慈,毕业院校,北京大学
吴孟超,性别,男
吴孟超,民族,汉族
吴孟超,国籍,中国
汪萌芽,性别,男
汪萌芽,国籍,中国
汪萌芽,毕业院校,皖南医学院
汪成为,国籍,中国
吴岳良,国籍,中国
王如松,民族,汉族
王如松,国籍,中国
王英伟,性别,男
王英伟,出生地,香港
王英伟,民族,汉族
王英伟,国籍,中国
王英伟,毕业院校,香港大学
王赓武,性别,男
王赓武,国籍,新加坡
魏江春,民族,汉族
魏江春,国籍,中国
夏训诚,民族,汉族
夏训诚,国籍,中国
徐湖平,性别,男
徐湖平,国籍,中国
徐湖平,政党,中国共产党
熊秉明,国籍,法国
相建海,性别,男
相建海,毕业院校,南开大学
许居衍,国籍,中国
于刚,性别,男
严怡民,民族,汉族
严怡民,国籍,中国
严永清,民族,汉族
严永清,国籍,中国
严永清,毕业院校,中国医科大学
严永清,政党,中国共产党
严永清,籍贯,上海市
谢在库,国籍,中国
余光中,性别,男
余光中,国籍,中国
余光中,职业,诗人
余纪忠,性别,男
余纪忠,国籍,中国
尹韵公,性别,男
尹韵公,国籍,中国
尹韵公,毕业院校,中国人民大学
杨叔子,性别,男
杨叔子,民族,汉族
杨叔子,国籍,中国
杨叔子,毕业院校,华中工学院
杨叔子,政党,中国共产党
杨国枢,国籍,中国
杨桂山,出生地,兴化市
杨桂山,民族,汉族
杨桂山,国籍,中国
杨桂山,籍贯,江苏省
杨纪琬,性别,男
杨纪琬,民族,汉族
杨纪琬,国籍,中国
袁振国,国籍,中国
袁振国,毕业院校,华东师范大学
袁振国,政党,中国共产党
闫学义,性别,男
闫学义,民族,汉族
闫学义,国籍,中国
闫学义,毕业院校,南京大学
殷鸿福,性别,男
殷鸿福,民族,汉族
殷鸿福,国籍,中国
殷鸿福,政党,中国共产党
殷鸿福,籍贯,浙江省
周秀骥,性别,男
周秀骥,国籍,中国
周秀骥,政党,中国共产党
张云枫,性别,男
张云枫,国籍,中国
张云枫,政党,中国共产党
周荔青,性别,男
周荔青,国籍,中国
张佑启,出生地,香港
张佑启,国籍,中国
张佑启,政党,中国共产党
周健民,性别,男
周健民,国籍,中国
周健民,民族,汉族
周健民,毕业院校,南京大学
张政权,性别,男
张政权,国籍,中国
张政权,职业,工程师
张维功,性别,男
张维功,国籍,中国
张海澜,性别,男
张海澜,所处时代,清朝
周启星,性别,男
周启星,民族,汉族
周启星,国籍,中国
周启星,职业,教授
周启星,毕业院校,浙江大学
张钟俊,民族,汉族
张钟俊,国籍,中国
张鹤镛,性别,男
张鹤镛,民族,汉族
张鹤镛,国籍,中国
张长义,国籍,中国
章剑华,性别,男
章剑华,民族,汉族
章剑华,国籍,中国
章新胜,民族,汉族
章新胜,国籍,中国
章新胜,职业,学者
章新胜,毕业院校,哈佛大学
邹玉川,性别,男
邹玉川,国籍,中国
邹玉川,政党,中国共产党
赵沁平,性别,男
赵沁平,民族,汉族
赵沁平,国籍,中国
赵沁平,毕业院校,太原理工大学
赵沁平,政党,中国共产党
邹竞蒙,性别,男
邹竞蒙,国籍,中国
邹竞蒙,籍贯,上海市
邹竞蒙,政党,中国共产党
赵大鹏,国籍,中国
赵大鹏,性别,男
赵大鹏,民族,汉族
赵大鹏,运动项目,篮球
赵大鹏,场上位置,后卫
赵秉志,性别,男
赵秉志,民族,汉族
赵秉志,国籍,中国
毕光国,性别,男
毕光国,出生地,舟山市
毕光国,国籍,中国
毕光国,毕业院校,南京工学院
毕光国,籍贯,浙江省
钟世镇,民族,汉族
钟世镇,国籍,中国
钟世镇,政党,中国共产党
钟正平,民族,汉族
钟正平,国籍,中国
程文瀼,性别,男
程文瀼,国籍,中国
程文瀼,职业,博士生导师
程文瀼,毕业院校,南京工学院
郑旗,民族,汉族
郑旗,国籍,中国
郑旗,职业,教师
曹进德,性别,男
曹进德,国籍,中国
程时昕,性别,男
程时昕,民族,中华人民共和国
程时昕,毕业院校,南京工学院
蔡体菁,性别,男
蔡体菁,民族,汉族
蔡体菁,国籍,中国
蔡体菁,职业,博士生导师
蔡体菁,毕业院校,东南大学
陈森发,民族,汉族
陈森发,国籍,中国
陈良华,国籍,中国
陈熙源,国籍,中国
董逸生,性别,男
董逸生,民族,汉族
董逸生,国籍,中国
达庆利,性别,男
达庆利,民族,回族
达庆利,国籍,中国
翟成凯,性别,男
翟成凯,国籍,中国
王威琪,出生地,上海市
王威琪,国籍,中国
王威琪,毕业院校,复旦大学
王威琪,政党,中国共产党
达飞鹏,性别,男
达飞鹏,国籍,中国
达飞鹏,毕业院校,东南大学
邓学钧,出生地,苏州市
邓学钧,国籍,中国
邓学钧,籍贯,江苏省
付德刚,国籍,中国
付德刚,职业,教授
付德刚,毕业院校,南京大学
傅大放,性别,男
傅大放,民族,汉族
傅大放,国籍,中国
傅大放,职业,教授
冯纯伯,民族,汉族
冯纯伯,国籍,中国
冯纯伯,信仰,中国共产党
顾璠,性别,男
顾璠,国籍,中国
顾璠,职业,教授
顾璠,毕业院校,浙江大学
过秀成,性别,男
过秀成,民族,汉族
过秀成,国籍,中国
过秀成,毕业院校,东南大学
郭正兴,性别,男
郭正兴,国籍,中国
郭正兴,毕业院校,东南大学
何农跃,民族,汉族
何农跃,国籍,中国
何农跃,毕业院校,南京大学
洪振舜,性别,男
洪振舜,国籍,中国
洪振舜,职业,教授
胡汉辉,性别,男
胡汉辉,民族,汉族
胡汉辉,国籍,中国
胡汉辉,毕业院校,南京工学院
胡伍生,民族,汉族
胡伍生,国籍,中国
黄学良,民族,汉族
黄学良,国籍,中国
黄侨,性别,男
黄侨,民族,汉族
黄侨,国籍,中国
黄风义,性别,男
黄风义,民族,汉族
黄风义,国籍,中国
黄庆安,性别,男
黄庆安,国籍,中国
黄庆安,职业,教师
姜耕玉,性别,男
姜耕玉,国籍,中国
刘必成,性别,男
刘京南,性别,男
刘京南,民族,汉族
刘京南,国籍,中国
刘京南,政党,中国共产党
凌继尧,性别,男
凌继尧,国籍,中国
凌继尧,毕业院校,北京大学
吕乃基,性别,男
吕乃基,出生地,上海市
吕乃基,国籍,中国
吕乃基,职业,教授
吕乃基,毕业院校,复旦大学
吕锡武,性别,男
吕锡武,民族,汉族
吕锡武,国籍,中国
吕晓迎,性别,女
吕晓迎,民族,汉族
吕晓迎,国籍,中国
吕晓迎,职业,教授
吕晓迎,毕业院校,上海第二医科大学
刘道广,出生地,中国
刘道广,民族,汉族
刘道广,国籍,中国
刘道广,毕业院校,南京师范大学
林萍华,性别,男
林萍华,国籍,中国
林金官,性别,男
林金官,国籍,中国
梁书亭,民族,汉族
梁书亭,国籍,中国
罗立民,民族,汉族
罗立民,国籍,中国
蓝宗建,民族,汉族
蓝宗建,国籍,中国
蓝宗建,职业,教授
蓝宗建,毕业院校,南京工学院
罗军舟,性别,男
罗军舟,民族,汉族
罗军舟,国籍,中国
罗军舟,毕业院校,东南大学
陆佶人,性别,男
陆佶人,国籍,中国
孟少平,性别,男
孟少平,国籍,中国
孟少平,学位/学历,博士学位
陆建,行业,医生
陆祖宏,性别,男
陆祖宏,国籍,中国
陆祖宏,毕业院校,东南大学
潘平奇,民族,汉族
潘平奇,国籍,中国
潘平奇,毕业院校,兰州大学
潘玉利,国籍,中国
浦跃朴,性别,男
浦跃朴,国籍,中国
邱洪兴,性别,男
邱洪兴,民族,汉族
邱洪兴,国籍,中国
邱洪兴,职业,教师
邱洪兴,毕业院校,东南大学
戎敖生,国籍,中国
戎敖生,职业,教授
孙啸,性别,男
孙啸,民族,汉族
孙啸,国籍,中国
孙啸,毕业院校,东南大学
孙啸,职称,教授
钱振东,民族,汉族
钱振东,国籍,中国
钱振东,毕业院校,南京航空航天大学
孙国雄,性别,男
孙国雄,民族,汉族
孙国雄,国籍,美国
钱春香,性别,女
钱春香,国籍,中国
钱春香,政党,中国共产党
钱春香,信仰,中国共产党
孙忠良,性别,男
孙忠良,出生地,上海市
孙忠良,国籍,中国
孙长银,民族,汉族
孙长银,国籍,中国
孙长银,毕业院校,东南大学
孙长银,政党,中国共产党
孙长银,毕业学校,东南大学自动化学院
沈金安,国籍,中国
沈金安,毕业院校,南京工学院
舒华忠,性别,男
舒华忠,职业,教师
汤文浩,民族,汉族
汤文浩,国籍,中国
沙庆林,国籍,中国
舒赣平,性别,男
舒赣平,国籍,中国
舒赣平,毕业院校,东南大学
陶思炎,性别,男
陶思炎,民族,汉族
陶思炎,国籍,中国
陶思炎,毕业院校,北京师范大学
吴乐南,国籍,中国
吴介一,民族,汉族
吴介一,国籍,中国
吴介一,毕业院校,南京工学院
吴应宇,性别,男
吴应宇,国籍,中国
吴建辉,性别,男
吴建辉,国籍,中国
吴建辉,毕业院校,东南大学
吴申庆,民族,汉族
吴申庆,国籍,中国
吴申庆,籍贯,上海市
汪芸,性别,女
汪芸,国籍,中国
王明新,性别,男
王明新,民族,汉族
王明新,国籍,中国
王文平,性别,男
王文平,民族,汉族
王文平,国籍,中国
王文平,毕业院校,中山大学
王栓宏,民族,汉族
王栓宏,国籍,中国
王栓宏,毕业院校,陕西师范大学
徐君祥,性别,男
徐君祥,国籍,中国
徐君祥,毕业院校,山东大学
王进科,民族,汉族
王进科,国籍,中国
徐宝文,性别,男
徐宝文,国籍,中国
徐宝文,职业,教授
徐子方,性别,男
徐子方,国籍,中国
徐子方,毕业院校,陕西师范大学
徐子方,职务,教授
严洪森,性别,男
严洪森,民族,汉族
严洪森,国籍,中国
严洪森,毕业院校,哈尔滨工业大学
余珊萍,性别,女
余珊萍,国籍,中国
余珊萍,毕业院校,南京工学院
徐金平,性别,男
徐金平,国籍,中国
余海涛,出生地,中国
余海涛,国籍,中国
徐赵东,性别,男
徐赵东,国籍,中国
叶见曙,出生地,中国
叶见曙,国籍,中国
衡伟,性别,男
衡伟,行业,医生
衡伟,国籍,中国
周勤,性别,男
周勤,民族,汉族
周勤,国籍,中国
周仁来,民族,汉族
周仁来,国籍,中国
周仁来,毕业院校,辽宁师范大学
张东生,性别,男
袁春伟,性别,男
袁春伟,民族,汉族
袁春伟,国籍,中国
尹立红,国籍,中国
张家雨,性别,男
张家雨,民族,汉族
张家雨,国籍,中国
张家雨,职业,教师
张家雨,毕业院校,南京大学
张继文,性别,男
张继文,民族,汉族
张继文,国籍,中国
张继文,职业,教授
张继文,毕业院校,东南大学
张建琼,民族,汉族
张建琼,国籍,中国
张建琼,职业,医生
章文勋,性别,男
章文勋,国籍,中国
邹采荣,性别,男
邹采荣,民族,汉族
邹采荣,国籍,中国
曹爱红,行业,医生
曹镛,性别,男
曹镛,民族,汉族
曹镛,国籍,中国
曹镛,职业,科学家
崔岭,性别,男
崔岭,民族,汉族
崔岭,国籍,中国
程海东,性别,女
程海东,民族,汉族
程海东,国籍,中国
陈一萍,国籍,中国
陈一萍,职业,教师
陈克复,民族,汉族
陈克复,国籍,中国
陈克复,毕业院校,复旦大学
程建华,性别,男
程建华,国籍,中国
程建华,毕业院校,河南大学
陈同斌,性别,男
陈同斌,民族,汉族
陈同斌,国籍,中国
陈庆军,国籍,中国
陈天,性别,男
陈天,民族,汉族
陈天,国籍,中国
陈天,职业,教师
陈焕钦,性别,男
陈焕钦,民族,汉族
陈焕钦,国籍,中国
陈维平,民族,汉族
陈维平,国籍,中国
陈拥军,性别,男
陈拥军,国籍,中国
陈维钧,性别,男
陈铁群,性别,男
陈铁群,民族,汉族
陈铁群,国籍,中国
陈铁群,职业,教授
戴莉莉,国籍,中国
陈俊生,国籍,中国
陈俊生,毕业院校,淡江大学
董守斌,民族,汉族
董守斌,国籍,中国
董守斌,毕业院校,中国科学技术大学
董雪梅,民族,汉族
董雪梅,国籍,中国
方汉平,国籍,中国
邓小丹,性别,女
邓小丹,国籍,中国
邓小丹,政党,中国共产党
樊霞,性别,女
樊霞,行业,医生
郭宝春,性别,男
郭宝春,民族,汉族
郭宝春,国籍,中国
郭宝春,职业,教师
郭宝春,毕业院校,华南理工大学
郭祀远,性别,男
郭祀远,民族,汉族
郭祀远,国籍,中国
郭杰克,性别,男
郭杰克,国籍,中国
郭杰克,职业,教师
郭杰克,毕业院校,中山大学
高晓波,性别,男
高晓波,民族,汉族
何国杰,性别,男
何国杰,国籍,新加坡
何国杰,主要成就,音乐创作
侯迈,行业,医生
侯迈,职业,医生
何新华,民族,汉族
何新华,国籍,中国
何新华,职业,医生
胡国明,性别,男
胡国明,国籍,中国
胡贵平,性别,男
胡贵平,国籍,中国
胡贵平,出生地,天津市
胡贵平,职业,作家
黄冬芳,民族,汉族
黄冬芳,国籍,中国
胡金鹏,性别,男
胡金鹏,民族,汉族
胡金鹏,国籍,中国
胡金鹏,信仰,中国共产党
黄光周,所处时代,清朝
黄光周,民族族群,汉族
黄光周,国籍,中国
黄向东,民族,汉族
黄向东,国籍,中国
黄国如,国籍,中国
黄国如,毕业院校,河海大学
黄培彦,民族,汉族
黄培彦,国籍,中国
黄培彦,职业,博士生导师
黄培彦,毕业院校,重庆大学
韩大建,国籍,中国
韩大建,毕业院校,北京大学
黄川,性别,男
黄川,国籍,中国
黄昭庆,出生地,中国
黄昭庆,国籍,中国
黄瑞敏,性别,男
黄瑞敏,民族,汉族
黄瑞敏,国籍,中国
黄瑞敏,职业,教授
黄梯云,性别,男
黄梯云,民族,汉族
黄梯云,国籍,中国
黄梯云,职业,教授
黄石生,性别,男
黄石生,民族,汉族
黄石生,国籍,中国
黄石生,政党,中国共产党
蒋峦,性别,男
蒋峦,民族,汉族
蒋峦,国籍,中国
蒋峦,职业,教授
姜中宏,性别,男
姜中宏,民族,汉族
姜中宏,国籍,中国
瞿金平,性别,男
瞿金平,民族,汉族
瞿金平,国籍,中国
瞿金平,职业,教授
瞿金平,毕业院校,四川大学
江金波,民族,汉族
江金波,国籍,中国
江金波,毕业院校,江西师范大学
贾德民,性别,男
贾德民,民族,汉族
贾德民,国籍,中国
刘安华,性别,男
刘安华,国籍,中国
刘安华,职业,教师
刘安华,毕业院校,华南理工大学
刘安华,性别,男
刘安华,国籍,中国
刘安华,职业,歌手
刘振群,性别,男
刘绮,性别,女
刘绮,民族,汉族
刘绮,国籍,中国
刘绮,职业,画家
刘艳霞,性别,女
刘艳霞,国籍,中国
卢明俊,性别,男
卢明俊,国籍,中国
卢明俊,职业,博士生导师
卢明俊,毕业院校,哈尔滨医科大学
吕明,性别,男
吕明,民族,汉族
吕柏源,性别,男
吕柏源,国籍,中国
李文芳,性别,男
李文芳,民族,汉族
李文芳,国籍,中国
李文芳,职业,教师
李定安,国籍,中国
李新平,性别,男
李新平,国籍,中国
李新平,职业,教授
李筱琴,行业,医生
李玉光,性别,男
李玉光,国籍,中国
李玉光,民族,汉族
李春茂,国籍,中国
李春茂,职业,学者
李远喜,行业,医生
林显利,性别,男
林显利,国籍,中国
林清一,民族,汉族
林清一,国籍,中国
林清一,职业,教师
林忠钦,性别,男
林忠钦,民族,汉族
林忠钦,国籍,中国
林忠钦,毕业院校,上海交通大学
林忠钦,政党,中国共产党
林良才,行业,医生
梁启智,性别,男
梁启智,民族,汉族
梁启智,国籍,中国
梁敏,性别,女
陆元鼎,性别,男
陆元鼎,民族,汉族
陆元鼎,国籍,中国
陆少鸣,性别,男
陆少鸣,民族,汉族
陆少鸣,国籍,中国
陆欣,性别,男
陆欣,国籍,中国
陆欣,毕业院校,南京理工大学
陆蓉,性别,女
陆蓉,国籍,中国
陆蓉,民族,汉族
漫画家林夕,性别,女
漫画家林夕,国籍,中国
黎懋明,国籍,中国
闵建蜀,性别,男
闵建蜀,民族,汉族
闵建蜀,国籍,中国
闵建蜀,职业,教授
莫海鸿,民族,汉族
宁平,性别,男
宁平,民族,汉族
宁平,国籍,中国
潘健,性别,男
潘健,国籍,中国
秦秀白,民族,汉族
秦秀白,国籍,中国
秦秀白,籍贯,天津市
邱万奇,性别,男
邱万奇,国籍,中国
邱深山,性别,男
邱深山,民族,汉族
邱深山,国籍,中国
邱深山,毕业院校,东北师范大学
钱宇,国籍,中国
曲选辉,性别,男
曲选辉,国籍,中国
钱红日,国籍,中国
钱红日,职业,教授
史伟,民族,汉族
史伟,国籍,中国
史伟,职业,医生
史伟,政党,中国共产党
孙一民,民族,汉族
孙一民,国籍,中国
孙文波,性别,男
孙文波,毕业院校,华南理工大学
孙文波,职业,工程师
沈娟,性别,女
沈娟,国籍,中国
苏锡坤,性别,男
苏锡坤,民族,汉族
苏锡坤,国籍,中国
闪淳昌,性别,男
闪淳昌,民族,回族
闪淳昌,国籍,中国
闪淳昌,政党,中国共产党
谭元亨,性别,男
谭元亨,国籍,中国
谭元亨,民族,汉族
田晟,国籍,中国
万江平,民族,汉族
万江平,国籍,中国
万金泉,性别,男
万金泉,民族,汉族
万金泉,国籍,中国
万金泉,毕业院校,华南理工大学
吴满,性别,男
吴满,国籍,中国
武建国,性别,男
武建国,民族,汉族
武建国,国籍,中国
汪永华,性别,男
汪晓军,性别,男
汪晓军,民族,汉族
汪晓军,国籍,中国
汪晓军,性别,男
汪晓军,国籍,中国
汪晓军,职业,作家
王小萍,性别,女
王小萍,国籍,中国
王书元,国籍,中国
王书元,职业,工程师
王书元,毕业院校,天津大学
王书元,政党,中国共产党
王炼石,民族,汉族
王炼石,国籍,中国
王荣昌,性别,男
王荣昌,民族,汉族
王荣昌,国籍,中国
王迎军,性别,女
王迎军,国籍,中国
王迎军,毕业院校,华南理工大学
王迎军,政党,中国共产党
王迪珍,民族,汉族
王迪珍,国籍,中国
韦朝海,性别,男
韦朝海,国籍,中国
韦朝海,职业,教师
韦朝海,毕业院校,中国地质大学
魏坤,性别,男
魏坤,所处时代,清朝
魏坤,国籍,中国
魏兴钊,性别,男
魏兴钊,民族,汉族
魏兴钊,国籍,中国
魏兴钊,职业,教师
夏伟,民族,汉族
夏伟,国籍,中国
闻立时,国籍,中国
闻立时,政党,中国共产党
席运江,性别,男
席运江,民族,汉族
席运江,国籍,中国
席运江,职业,教授
席运江,毕业院校,中国人民大学
徐维军,性别,男
徐维军,民族,汉族
徐维军,国籍,中国
徐维军,毕业院校,华南理工大学
徐梦华,国籍,中国
肖文俊,性别,男
肖文俊,国籍,中国
薛澜,性别,男
薛澜,民族,汉族
薛澜,国籍,中国
薛澜,毕业院校,长春理工大学
熊有伦,性别,男
熊有伦,国籍,中国
熊有伦,毕业院校,西安交通大学
熊有伦,政党,中国共产党
肖锦,民族,汉族
肖锦,国籍,中国
胥布工,性别,男
胥布工,国籍,中国
薛荷仙,性别,女
薛荷仙,国籍,中国
徐险峰,性别,男
许能锐,国籍,中国
许能锐,毕业院校,华南理工大学
谢存禧,民族,汉族
谢存禧,国籍,中国
谢存禧,毕业院校,华南理工大学
谢洪明,性别,男
谢洪明,民族,汉族
谢洪明,国籍,中国
谢洪明,职业,教授
谢洪明,毕业院校,华南理工大学
谢胜利,民族,汉族
谢胜利,国籍,中国
蓝海林,性别,男
蓝海林,民族,汉族
蓝海林,国籍,中国
蓝海林,职业,教授
于非,国籍,中国
于非,民族,汉族
于非,职业,演员
俞元桂,性别,男
俞元桂,国籍,中国
俞元桂,毕业院校,福建协和大学
叶代启,性别,男
叶代启,民族,汉族
叶代启,国籍,中国
叶代启,毕业院校,华南理工大学
叶国兴,性别,男
叶国兴,国籍,中国
叶茂,性别,男
叶茂,国籍,中国
叶茂,职业,教师
叶茂,职 称,教授
易静蓉,民族,汉族
易静蓉,国籍,中国
姚汝华,民族,汉族
姚汝华,国籍,中国
尹虹,性别,女
尹虹,民族,汉族
尹虹,国籍,中国
尹虹,毕业院校,南开大学
杨德明,性别,男
杨德明,民族,汉族
杨德明,国籍,中国
杨志泉,性别,男
杨志泉,民族,汉族
杨志泉,国籍,中国
杨志泉,毕业院校,北京科技大学研究生院
杨志泉,政党,中国共产党
杨捷,性别,女
杨捷,民族,汉族
杨捷,国籍,中国
杨捷,政党,中国共产党
杨捷,擅长,语言学
杨捷,任职单位,昆明学院
杨永红,性别,女
杨永红,民族,汉族
杨永红,国籍,中国
杨泽亮,国籍,中国
杨泽亮,民族,白族
杨艺,性别,男
杨艺,国籍,中国
杨艺,民族,回族
游长江,性别,男
游长江,民族,汉族
游长江,国籍,中国
游长江,毕业院校,中南大学
杨立中,性别,男
杨立中,毕业院校,南京理工大学
杨立中,任职机构,中国科学技术大学
周少奇,国籍,中国
周兴求,性别,男
周兴求,民族,汉族
周兴求,国籍,中国
周兴求,毕业院校,华南理工大学
周永务,民族,汉族
周永务,国籍,中国
周永务,毕业院校,安徽师范大学
宗敏华,毕业院校,华南理工大学
张凌,性别,男
张凌,职业,教授
张凌,任职机构,华南理工大学
张勤远,民族,汉族
张勤远,国籍,中国
张勤远,职业,教授
张原,国籍,中国
张安强,性别,男
张安强,出生地,中华人民共和国
张安强,民族,汉族
张安强,国籍,中国
张安强,政党,中国共产党
张安强,信仰,中国共产党
张宪民,民族,汉族
张宪民,国籍,中国
张太平,教学职称,教授
张春阳,毕业院校,清华大学美术学院
张正先,性别,男
张正先,民族,汉族
张正先,国籍,中国
张晓晴,民族,汉族
张晓晴,国籍,中国
张永清,性别,男
张永清,职业,博士生导师
张炳才,民族,白族
张炳才,国籍,中国
张琳琳,性别,女
张琳琳,民族,汉族
张琳琳,国籍,中国
张琳琳,毕业院校,河南大学民生学院
张群山,性别,男
张群山,国籍,中国
张群山,民族,汉族
曾德长,性别,男
曾德长,国籍,中国
张肖宁,民族,汉族
张肖宁,国籍,中国
曾敏刚,性别,男
曾敏刚,国籍,中国
朱亚明,性别,女
朱桂龙,性别,男
朱桂龙,民族,汉族
朱桂龙,国籍,中华人民共和国
赵耀明,性别,男
赵耀明,民族,汉族
赵耀明,国籍,中国
赵先德,性别,男
赵先德,国籍,中国
赵先德,职业,作家
邹进,性别,男
邹进,民族,汉族
邹进,国籍,中国
邹进,毕业院校,吉林大学
郑利平,性别,男
郑利平,民族,汉族
郑利平,国籍,中国
郑利平,政党,中国共产党
邹桂莲,民族,汉族
邹桂莲,国籍,中国
邹桂莲,职业,医生
郑学仁,性别,男
郑学仁,民族,汉族
郑学仁,国籍,中国
郑学仁,政党,中国共产党
郑学仁,信仰,中国共产党
郑时雄,民族,汉族
郑时雄,国籍,中国
郑时雄,毕业院校,华南理工大学
周曦,性别,女
周曦,国籍,中国
周曦,民族,汉族
周曦,毕业院校,重庆大学
钟琳,性别,女
钟琳,国籍,中国
郑绍濂,国籍,中国
包为民,民族,汉族
包为民,国籍,中国
曹平周,民族,汉族
曹平周,国籍,中国
程展林,性别,男
程展林,民族,汉族
程展林,国籍,中国
陈才生,性别,男
陈才生,职位,教授
陈厚群,民族,汉族
陈厚群,国籍,中国
陈厚群,职业,学者
陈厚群,政党,中国共产党
陈绍军,国籍,中国
陈志坚,性别,男
陈志坚,民族,汉族
陈志坚,国籍,美国
董增川,国籍,中国
董增川,职业,博士生导师
董增川,毕业院校,河海大学
戴会超,性别,男
戴会超,国籍,中国
丰景春,国籍,中国
郝振纯,国籍,中国
郝振纯,政党,中国共产党
黄涛珍,性别,女
黄涛珍,民族,汉族
黄涛珍,国籍,中国
黄涛珍,毕业院校,河海大学
黄明理,民族,汉族
黄明理,国籍,中国
姜翠玲,行业,医生
谢运祥,国籍,中国
刘汉龙,性别,男
刘汉龙,民族,汉族
刘汉龙,国籍,中国
刘汉龙,政党,中国共产党
李同春,性别,男
李同春,毕业院校,河海大学
林绍忠,性别,男
林绍忠,民族,汉族
林绍忠,国籍,中国
林绍忠,毕业院校,河海大学
卢金友,国籍,中国
卢金友,毕业院校,武汉大学
刘爱莲,性别,女
刘爱莲,国籍,中国
梁应辰,性别,男
梁应辰,国籍,中国
梁应辰,毕业院校,清华大学
梁应辰,政党,中国共产党
陆昌根,性别,男
陆昌根,国籍,中国
陆昌根,职业,教师
陆昌根,毕业院校,南京航空航天大学
芮孝芳,性别,男
芮孝芳,民族,汉族
芮孝芳,国籍,中国
阮怀宁,性别,男
阮怀宁,民族,汉族
阮怀宁,国籍,中国
阮怀宁,毕业院校,河海大学
宋志尧,性别,男
宋志尧,国籍,中国
宋志尧,毕业院校,厦门大学
唐德善,性别,男
唐德善,国籍,中国
唐德善,职业,教授
尉天骄,性别,男
尉天骄,国籍,中国
尉天骄,职业,教师
汪基伟,国籍,中国
王思敬,民族,汉族
王思敬,国籍,中国
王思敬,职业,学者
王思敬,政党,中国共产党
王济干,性别,男
王济干,民族,汉族
王济干,国籍,中国
王济干,政党,中国共产党
王济干,信仰,中国共产党
徐立中,性别,男
徐立中,民族,汉族
徐立中,国籍,中国
徐立中,职业,画家
徐卫亚,民族,汉族
徐卫亚,国籍,中国
邢鸿飞,性别,男
邢鸿飞,国籍,中国
邢鸿飞,民族,汉族
邢鸿飞,职务,教授
谢悦波,性别,男
谢悦波,民族,汉族
谢悦波,国籍,中国
余钟波,毕业院校,河海大学
严以新,民族,汉族
严以新,国籍,中国
杨先一,国籍,中国
杨先一,职业,教授
杨先一,毕业院校,北京大学
卓家寿,国籍,中国
周志芳,国籍,中国
周志芳,政党,中国共产党
周君亮,国籍,中国
周君亮,毕业院校,复旦大学
周君亮,政党,中国共产党
周建方,民族,汉族
周建方,国籍,中国
张俊华,性别,女
张俊华,毕业院校,中国海洋大学
张俊华,民族,汉族
张俊华,国籍,中国
张俊华,政党,中国共产党
左军成,性别,男
左军成,国籍,中国
左军成,职业,教师
张柏山,民族,汉族
张柏山,国籍,中国
张柏山,信仰,中国共产党
朱俊高,国籍,中国
张长宽,国籍,中国
张长宽,毕业院校,河海大学
朱珍德,国籍,中国
白峰杉,民族,汉族
白峰杉,国籍,中国
白峰杉,毕业院校,清华大学
崔乃刚,性别,男
崔乃刚,国籍,中国
崔乃刚,职业,博士生导师
崔乃刚,毕业院校,哈尔滨工业大学
白红,性别,女
白红,国籍,中国
白红,毕业院校,浙江大学
白红,职业,作家
崔云安,民族,汉族
崔云安,国籍,中国
赵永乐,民族,汉族
赵永乐,国籍,中国
崔明根,国籍,中国
蔡伟民,行业,医生
程靳,国籍,中国
程靳,职业,博士生导师
程靳,毕业院校,哈尔滨工业大学
蔡惟铮,民族,汉族
蔡惟铮,国籍,中国
车仁生,性别,男
车仁生,民族,汉族
车仁生,国籍,中国
陈明君,性别,女
陈明君,国籍,中国
陈明君,出生地,香港
陈明君,民族,汉族
陈明君,职业,演员
蔡鹤皋,出生地,北京市
蔡鹤皋,国籍,中国
蔡鹤皋,毕业院校,哈尔滨工业大学
蔡鹤皋,政党,中国共产党
蔡鹤皋,籍贯,北京市
陈照波,性别,男
陈照波,民族,汉族
陈照波,国籍,中国
陈照波,职业,教师
陈照波,毕业院校,哈尔滨工业大学
陈照波,政党,中国共产党
丁振良,性别,男
丁振良,民族,汉族
丁振良,国籍,中国
丁振良,职业,博士生导师
丁效华,性别,男
丁效华,民族,汉族
丁效华,国籍,中国
戴景民,性别,男
戴景民,民族,汉族
