Entity,AttributeName,Attribute
张金水,民族族群,汉族
张金水,国籍,中国
张金力,性别,男
张金力,民族,汉族
张金力,国籍,中国
张金力,毕业院校,清华大学
张陶伟,国籍,中国
张陶伟,职业,教授
张陶伟,毕业院校,清华大学
支志雄,民族,汉族
支志雄,国籍,中国
朱世武,性别,男
朱世武,国籍,中国
曾理江,性别,男
曾理江,国籍,中国
朱凤蓉,性别,女
朱凤蓉,国籍,中国
朱武祥,性别,男
朱武祥,民族,汉族
朱武祥,国籍,中国
朱武祥,毕业院校,清华大学
朱嬿,性别,女
朱嬿,民族,汉族
朱嬿,国籍,中国
朱嬿,职业,教授
朱恒源,性别,男
朱恒源,民族,汉族
朱恒源,国籍,中国
朱恒源,毕业院校,清华大学
朱育和,性别,男
朱育和,民族,汉族
朱育和,国籍,中国
朱胜江,性别,男
朱胜江,国籍,中国
朱胜江,职业,教授
祖乃甡,性别,男
祖乃甡,国籍,中国
朱纪洪,性别,男
朱纪洪,民族,汉族
朱纪洪,国籍,中国
朱纪洪,职业,教授
朱纪洪,毕业院校,南京理工大学
章毓晋,民族,汉族
章毓晋,国籍,中国
章毓晋,职业,教授
章梅荣,民族,汉族
章梅荣,国籍,中国
章星,性别,男
章星,国籍,中国
赵争鸣,性别,男
赵争鸣,国籍,中国
赵争鸣,职业,教授
赵千川,性别,男
赵千川,民族,汉族
赵千川,国籍,中国
赵千川,职业,教授
赵千川,毕业院校,清华大学
赵冬青,性别,女
赵冬青,国籍,中国
赵冬青,毕业院校,清华大学
邹远清,性别,男
邹远清,民族,汉族
邹远清,国籍,中国
邹远清,职业,教授
邹广文,国籍,中国
赵纯均,性别,男
赵纯均,民族,汉族
赵纯均,国籍,中国
赵纯均,毕业院校,清华大学
赵纯均,政党,中国共产党
钟敏霖,性别,男
钟敏霖,民族,汉族
钟敏霖,国籍,中国
郑健超,性别,男
郑健超,国籍,中国
赵甲明,国籍,中国
安继刚,国籍,中国
陈丙珍,国籍,中国
陈肇元,国籍,中国
陈肇元,毕业院校,清华大学
陈难先,民族,汉族
陈难先,国籍,中国
陈难先,毕业院校,北京大学
范维澄,民族,汉族
范维澄,国籍,中国
范维澄,毕业院校,中国科学技术大学
范守善,国籍,中国
范守善,毕业院校,清华大学
蒋洪德,性别,男
蒋洪德,民族,汉族
蒋洪德,国籍,中国
杨之曙,性别,男
杨之曙,民族,汉族
杨之曙,国籍,中国
杨之曙,职业,教师
费维扬,性别,男
费维扬,民族,汉族
费维扬,国籍,中国
费维扬,政党,中国共产党
顾夏声,国籍,中国
顾夏声,毕业院校,上海交通大学
顾夏声,政党,九三学社
顾夏声,籍贯,江苏省
邝宇平,性别,男
邝宇平,国籍,中国
邝宇平,毕业院校,北京大学
卢强,性别,男
卢强,国籍,中国
柳百新,国籍,中国
柳百新,毕业院校,清华大学
柳百新,籍贯,上海市
柳百成,出生地,上海市
柳百成,国籍,中国
柳百成,毕业院校,清华大学
柳百成,政党,中国共产党
柳百成,籍贯,上海市
孟安明,民族,汉族
孟安明,国籍,中国
龙驭球,国籍,中国
龙驭球,毕业院校,清华大学
龙驭球,政党,中国共产党
孙家广,国籍,中国
孙家广,毕业院校,清华大学
孙家广,政党,中国共产党
雷志栋,国籍,中国
雷志栋,毕业院校,清华大学
沈德忠,民族,汉族
沈德忠,国籍,中国
沈德忠,毕业院校,四川大学
沈德忠,政党,中国共产党
倪维斗,国籍,中国
王补宣,国籍,中国
张楚汉,民族,汉族
张楚汉,国籍,中国
朱静,性别,女
朱静,国籍,中国
丛文胜,民族,汉族
丛文胜,国籍,中国
丛文胜,职业,军人
卞建林,性别,男
卞建林,国籍,中国
卞建林,民族,汉族
王志新,性别,男
王志新,国籍,中国
王志新,政党,九三学社
薄燕娜,性别,女
薄燕娜,民族,汉族
薄燕娜,国籍,中国
程春明,国籍,中国
符启林,性别,男
符启林,民族,汉族
符启林,国籍,中国
丛日云,国籍,中国
丛日云,民族,汉族
丛日云,毕业院校,辽宁师范大学
丛日云,职务,教授
冯晓青,性别,男
冯晓青,民族,汉族
冯晓青,国籍,中国
郭世佑,民族,汉族
郭世佑,国籍,中国
方鹏,所处时代,明朝
郭成伟,性别,男
郭成伟,国籍,中国
郭成伟,毕业院校,中国政法大学
郭小光,性别,男
郭小光,职业,医生
洪道德,性别,男
洪道德,民族,汉族
洪道德,国籍,中国
洪道德,职业,教师
洪道德,毕业院校,中国人民大学
高浣月,民族,汉族
高浣月,国籍,中国
胡安潮,性别,男
胡安潮,国籍,中国
胡安潮,职业,教师
胡安潮,毕业院校,华东政法学院
顾永忠,性别,男
顾永忠,民族,汉族
顾永忠,国籍,中国
顾永忠,毕业院校,陕西师范大学
顾永忠,学位/学历,博士学位
胡彩霄,性别,女
胡彩霄,国籍,中国
霍玉芬,国籍,中国
霍玉芬,职业,教授
侯国云,性别,男
侯国云,民族,汉族
侯国云,国籍,中国
侯国云,毕业院校,西南政法大学
侯国云,任职机构,中国政法大学
张良驹,性别,男
张良驹,国籍,中国
靳文静,性别,男
靳文静,国籍,中国
靳文静,毕业院校,中国政法大学
焦洪昌,民族,汉族
焦洪昌,国籍,中国
何秉松,性别,男
何秉松,民族,汉族
何秉松,国籍,中国
解启扬,性别,男
解启扬,国籍,中国
解启扬,职业,教授
解启扬,毕业院校,中国人民大学
凌岩,民族,汉族
凌岩,国籍,中国
凌岩,毕业院校,中国政法大学
刘金友,行业,医生
刘广安,性别,男
刘广安,民族,汉族
刘广安,国籍,中国
刘根菊,性别,女
刘根菊,出生地,河北省
刘根菊,民族,汉族
刘根菊,国籍,中国
刘根菊,职业,教师
李东方,性别,男
李东方,国籍,中国
李东方,毕业院校,北京大学
李建伟,性别,男
李建伟,国籍,中国
李祝环,性别,女
李祝环,国籍,中国
李爱君,国籍,中国
李爱君,职业,教授
栗峥,民族,汉族
栗峥,国籍,中国
柳经纬,性别,男
柳经纬,国籍,中国
刘邦惠,国籍,中国
李远,性别,男
李远,民族,汉族
李远,国籍,中国
马长锁,国籍,中国
马志冰,民族,汉族
马志冰,国籍,中国
南玉泉,性别,男
南玉泉,国籍,中国
南玉泉,毕业院校,北京大学
南玉泉,信仰,中国共产党
庞金友,民族,汉族
庞金友,国籍,中国
庞金友,毕业院校,中国政法大学
曲新久,国籍,中国
曲新久,毕业院校,中国政法大学
曲新久,政党,中国共产党
施正文,国籍,中国
唐建,性别,男
唐建,国籍,中国
唐建,毕业院校,大连理工大学
舒国滢,性别,男
舒国滢,国籍,中国
舒国滢,职业,教授
田岚,性别,女
田岚,国籍,中国
谭秋桂,性别,男
谭秋桂,民族,汉族
谭秋桂,国籍,中国
谭秋桂,毕业院校,中国政法大学
田士永,性别,男
田士永,民族,汉族
田士永,国籍,中国
田士永,职业,教师
田士永,毕业院校,中国政法大学
宋朝武,性别,男
宋朝武,民族,汉族
宋朝武,国籍,中国
宋朝武,职业,教授
宋朝武,毕业院校,中国政法大学
王灿发,国籍,中国
王灿发,毕业院校,北京大学
魏敬淼,国籍,中国
王涌,性别,男
王涌,国籍,中国
王涌,职业,教授
夏吟兰,性别,女
夏吟兰,民族,汉族
夏吟兰,国籍,中国
薛虹,国籍,中国
薛虹,籍贯,黑龙江省
许宗衡,性别,男
许宗衡,民族,汉族
许宗衡,国籍,中国
许宗衡,毕业院校,中国政法大学
许宗衡,政党,中国共产党
薛刚凌,性别,女
薛刚凌,民族,汉族
薛刚凌,国籍,中国
薛刚凌,毕业院校,中国政法大学
薛梅卿,民族,汉族
薛梅卿,国籍,中国
于庆华,国籍,中国
于庆华,籍贯,江西省
姚新华,国籍,中国
姚新华,职业,教师
俞兆平,性别,男
俞兆平,国籍,中国
俞兆平,毕业院校,厦门大学
杨鲁,性别,男
杨鲁,民族,汉族
杨鲁,国籍,中国
杨素娟,性别,女
杨素娟,民族,汉族
杨素娟,国籍,中国
于德辅,国籍,中国
杨鹤皋,国籍,中国
杨鹤皋,毕业院校,北京大学
于文轩,国籍,中国
于文轩,毕业院校,中国政法大学
庄敬华,性别,男
庄敬华,民族,汉族
庄敬华,国籍,中国
中国政法大学准律师协会,所属行业,律师
张建田,性别,男
张建田,民族,汉族
张建田,国籍,中国
郑显文,性别,男
郑显文,民族,汉族
郑显文,国籍,中国
郑显文,职业,教师
朱勇,性别,男
朱勇,民族,汉族
朱勇,国籍,中国
朱勇,毕业院校,中国政法大学
朱勇,政党,中国共产党
朱庆育,毕业院校,中国政法大学
朱庆育,民族,汉族
朱庆育,国籍,中国
中国政法大学法律硕士学院,学校类别,公立大学
中国政法大学法律硕士学院,所属地区,北京市
张丽英,性别,女
张丽英,毕业院校,昆明医学院
赵红梅,性别,男
赵红梅,民族,汉族
赵红梅,国籍,中国
赵红梅,政党,中国共产党
中国政法大学刑事司法学院,学校类别,公立大学
马宏俊,性别,男
马宏俊,出生地,北京市
马宏俊,职业,教师
马宏俊,毕业院校,中国政法大学
金仁淑,性别,女
金仁淑,民族,汉族
金仁淑,国籍,中国
吴平,性别,男
吴平,毕业院校,清华大学
阮齐林,性别,男
阮齐林,民族,汉族
阮齐林,国籍,中国
王人博,性别,男
王人博,国籍,中国
张楚,民族,汉族
张楚,国籍,中国
张楚,职业,歌手
杨帆,英文名,Yang Fan
杨帆,性别,男
杨帆,民族,汉族
杨帆,毕业院校,中国传媒大学
曹廷炳,民族,汉族
曹廷炳,国籍,中国
曹廷炳,政党,中国共产党
陈壁生,国籍,中国
杜小勇,民族,汉族
杜小勇,国籍,中国
杜小勇,职业,教授
杜小勇,毕业院校,杭州大学
段成荣,性别,男
段成荣,民族,汉族
段成荣,国籍,中国
高王凌,国籍,中国
高王凌,毕业院校,中国人民大学
华北联合大学,所属,中国人民大学
郭星华,性别,男
郭星华,民族,汉族
郭星华,国籍,中国
蒋洪迅,性别,男
蒋洪迅,民族,汉族
蒋洪迅,国籍,中国
黄兴涛,性别,男
黄兴涛,民族,汉族
黄兴涛,国籍,中国
黄兴涛,毕业院校,北京师范大学
李军林,性别,男
李军林,国籍,中国
李金齐,民族,汉族
李金齐,国籍,中国
李金齐,毕业院校,中国人民大学
匡文波,国籍,中国
梁循,性别,男
梁循,民族,汉族
梁循,国籍,中国
梁循,职业,教授
孔令国,民族,汉族
孔令国,国籍,中国
孔令国,毕业院校,中国人民大学
刘成瑞,民族,汉族
刘成瑞,国籍,中国
劳动人事学院,学校类型,教育机构
刘后滨,性别,男
刘后滨,民族,汉族
刘后滨,国籍,中国
刘后滨,毕业院校,北京大学
苗力田,民族,汉族
苗力田,国籍,中国
毛高田,性别,男
毛高田,国籍,中国
毛高田,毕业院校,中国人民大学
毛高田,职业,作家
庞俊,性别,男
庞俊,民族,汉族
庞俊,国籍,中国
钱毅,性别,男
钱毅,国籍,中国
钱毅,政党,中国共产党
庞中英,国籍,中国
人大经济论坛,依 托,中国人民大学
石中元,性别,男
石中元,国籍,中国
石中元,民族,汉族
石中元,毕业院校,中国人民大学
石中元,政党,中国共产党
苏星,性别,男
孙民乐,性别,男
孙民乐,民族,汉族
孙民乐,国籍,中国
孙民乐,职业,教师
孙民乐,毕业院校,北京大学
王延鹏,性别,男
王延鹏,国籍,中国
王紫菲,性别,女
王紫菲,民族,汉族
王紫菲,国籍,中国
吴潜涛,性别,男
吴潜涛,民族,汉族
吴潜涛,国籍,中国
吴潜涛,信仰,中国共产党
汪云生,性别,男
汪云生,国籍,中国
吴汉洪,性别,男
吴汉洪,国籍,中国
吴汉洪,毕业院校,中国人民大学
王思治,性别,男
王思治,民族,汉族
王思治,国籍,中国
王思治,职业,历史学家
王思治,毕业院校,中国人民大学
杨励雅,民族,汉族
杨励雅,国籍,中国
杨励雅,毕业院校,北京交通大学
闫润鱼,性别,女
闫润鱼,国籍,中国
闫润鱼,职业,教师
叶剑平,性别,男
叶剑平,民族,汉族
叶剑平,国籍,中国
叶剑平,职业,教授
杨周复,性别,男
杨周复,民族,汉族
杨周复,国籍,中国
杨光斌,性别,男
杨光斌,国籍,中国
杨光斌,职业,教授
杨光斌,毕业院校,中国人民大学
杨德山,性别,男
杨德山,民族,汉族
杨德山,国籍,中国
杨德山,政党,中国共产党
杨德山,政治面貌,中国共产党
中国人民大学研究生院,别名,中国人民大学
赵富洲,性别,男
赵富洲,国籍,中华人民共和国
赵富洲,毕业院校,中国人民大学
中国人民大学之歌,地区,中国
中国人民大学东校区,所属,中国人民大学
中国人民大学信息资源管理学院,学校类型,大学
中国人民大学农业与农村发展学院,学校类别,公立大学
中国人民大学国际学院（苏州研究院）,所属地区,苏州市
中国人民大学国际学院（苏州研究院）,主管部门,中国人民大学
中国人民大学财政金融学院,所属地区,北京市
中国人民大学社会与人口学院,所属地区,北京市
中国人民大学在职研究生,学校类别,公立大学
中国人民大学法学院,所属单位,中国人民大学
赵永华,性别,女
赵永华,国籍,中国
赵永华,职业,教授
左美云,出生地,中国
左美云,国籍,中国
中国人民大学重阳金融研究院,学校类别,公立大学
中国人民大学重阳金融研究院,主管部门,中国人民大学
陈若盈,性别,女
陈若盈,国籍,中国
陈若盈,民族,汉族
陈若盈,毕业院校,中央戏剧学院
陈雅狄,性别,女
陈雅狄,国籍,中国
陈雅狄,民族,汉族
陈雅狄,毕业院校,中央戏剧学院
陈雅狄,职业,演员
陈雅狄,生肖,龙
付天骄,性别,男
付天骄,国籍,中国
付天骄,民族,汉族
付天骄,毕业院校,中央戏剧学院
付天骄,职业,演员
郭映,国籍,中国
郭映,毕业院校,中央戏剧学院
曹家麟,民族,汉族
曹家麟,国籍,中国
曹家麟,职业,教师
郭菁菁,性别,女
郭菁菁,国籍,中国
郭菁菁,民族,汉族
高景文,性别,男
高景文,毕业院校,中央戏剧学院
霍起弟,性别,男
霍起弟,民族,汉族
霍起弟,国籍,中国
霍起弟,毕业院校,中央戏剧学院
姜彭译,籍贯,中华人民共和国
姜彭译,民族,汉族
郝莹,民族,汉族
郝莹,国籍,中国
陆娅熙,性别,女
陆娅熙,国籍,中国
陆娅熙,毕业院校,中央戏剧学院
李俊苇,性别,男
李俊苇,国籍,中国
李俊苇,民族,汉族
李俊苇,职业,演员
马世媛,性别,女
马世媛,国籍,中国
马世媛,毕业院校,中央戏剧学院
马世媛,职业,演员
马光泽,出生地,吉林市
马光泽,国籍,中国
马光泽,毕业院校,中央戏剧学院
钮心慈,性别,女
钮心慈,民族,汉族
钮心慈,国籍,中国
任添琪,性别,女
任添琪,国籍,中国
任添琪,民族,汉族
任添琪,职业,演员
桑叶红,性别,女
桑叶红,国籍,中国
桑叶红,毕业院校,中央戏剧学院
桑叶红,职业,演员
田有良,性别,男
田有良,国籍,中国
田有良,民族,汉族
田有良,毕业院校,中央戏剧学院
王未未,民族,汉族
王未未,国籍,中国
王未未,职业,编剧
王未未,毕业院校,中央戏剧学院
王红权星,性别,男
王红权星,国籍,中国
王红权星,民族,汉族
王红权星,毕业院校,齐鲁音乐学院
王红权星,职业,演员
王鹏凯,性别,男
王鹏凯,国籍,中国
王鹏凯,民族,汉族
王鹏凯,职业,演员
赵红薇,国籍,中国
赵红薇,毕业院校,中央戏剧学院
赵红薇,职业,演员
中央戏剧学院校歌,语言,普通话
阎建钢,性别,男
阎建钢,民族,汉族
阎建钢,国籍,中国
阎建钢,毕业院校,中央戏剧学院
张璐,性别,女
张璐,民族,汉族
张璐,国籍,中国
张航睿,性别,男
张航睿,国籍,中国
张航睿,民族,回族
张航睿,毕业院校,中央戏剧学院
赵麒,性别,男
赵麒,国籍,中国
赵麒,毕业院校,中央戏剧学院
北京电影学院高职学院,学校类别,公立大学
北京电影学院化妆系,所 属,北京电影学院
柏庆,性别,男
柏庆,国籍,中国
北京电影学院形象设计专业,学校,北京电影学院
崔新琴,性别,女
崔新琴,民族,汉族
崔新琴,国籍,中国
崔新琴,毕业院校,北京电影学院
陈浥,性别,男
陈浥,国籍,中国
陈浥,毕业院校,北京电影学院
陈浥,政党,中国共产党
陈浥,任职机构,北京电影学院
成晓星,性别,男
成晓星,国籍,中国
陈立伟,毕业院校,安徽师范大学
崔子恩,出生地,黑龙江省
崔子恩,民族,汉族
崔子恩,国籍,中国
崔子恩,毕业院校,中国社会科学院
邓影,性别,男
邓影,民族,汉族
邓影,国籍,中国
邓影,毕业院校,北京电影学院
单麒汶青,国籍,中国
单麒汶青,民族,汉族
单麒汶青,毕业院校,北京电影学院
翟浩然,性别,男
翟浩然,国籍,中国
翟浩然,民族,汉族
付宇,性别,女
付宇,民族,汉族
付宇,国籍,中国
郭菲菲,性别,女
郭菲菲,行业,医生
郭菲菲,民族,汉族
郭菲菲,学历,大学
顾亚平,性别,男
顾亚平,民族,汉族
顾亚平,国籍,中国
范俭,民族,汉族
范俭,国籍,中国
耿绍业,性别,男
耿绍业,国籍,中国
耿绍业,民族,汉族
顾国宁,民族,汉族
顾国宁,国籍,中国
方刚亮,国籍,中国
方刚亮,毕业院校,北京电影学院
何可可,性别,男
何可可,国籍,中国
何可可,毕业院校,北京电影学院
侯克明,性别,男
侯克明,毕业院校,北京电影学院
侯克明,职业,教授
侯克明,国籍,中国
黄钟,性别,男
黄钟,国籍,中国
韩彪,性别,男
韩彪,民族,汉族
韩彪,国籍,中国
韩彪,政党,中国共产党
黄凰,性别,女
黄凰,国籍,中国
黄凰,职业,演员
籍之伟,性别,男
籍之伟,国籍,中国
籍之伟,政党,中国共产党
刘德全,性别,男
刘德全,国籍,中国
刘德全,民族,汉族
李学兵,性别,男
李净洋,性别,女
李净洋,国籍,中国
李净洋,民族,汉族
李净洋,职业,演员
李净洋,生肖,龙
李明基,国籍,中国
林龙麒,国籍,中国
林龙麒,毕业院校,北京电影学院
李非非,性别,男
李非非,国籍,中国
李非非,职业,作家
刘滢,性别,女
刘滢,国籍,中国
刘滢,毕业院校,北京电影学院
刘滢,职业,演员
孟以轩,国籍,中国
孟以轩,毕业院校,北京电影学院
钱学格,性别,男
钱学格,民族,汉族
钱学格,国籍,中国
钱学格,职业,教师
钱学格,毕业院校,电影学院
刘红雨,性别,男
刘红雨,国籍,中国
刘红雨,民族,汉族
刘红雨,职业,演员
宋方,性别,女
宋方,国籍,中国
宋迪,国籍,中国
史林,性别,男
史林,国籍,中国
史林,职业,教授
唐璐璐,民族,汉族
唐璐璐,国籍,中国
孙雪宁,国籍,中华人民共和国
孙雪宁,民族,汉族
孙雪宁,职业,演员
铁伟光,性别,男
铁伟光,国籍,中国
铁伟光,民族,汉族
铁伟光,毕业院校,北京电影学院
铁伟光,职业,演员
吴丁,民族,汉族
吴丁,国籍,中国
吴文胜,性别,男
吴文胜,国籍,中国
王少白,民族,汉族
王少白,国籍,中国
王少白,职业,摄影师
王逸伟,性别,男
王逸伟,国籍,中国
王志勇,性别,男
王志勇,国籍,中国
王志勇,民族,汉族
王妤婷,性别,女
王妤婷,国籍,中国
王妤婷,民族,汉族
王妤婷,毕业院校,北京电影学院
王妤婷,职业,演员
王淑琰,性别,女
王淑琰,国籍,中国
王淑琰,毕业院校,北京电影学院
王子睿,性别,男
王子睿,国籍,中国
王子睿,毕业院校,北京电影学院
王子睿,职业,演员
向进,性别,男
王婉娟,性别,女
王婉娟,国籍,中国
王婉娟,民族,汉族
王婉娟,职业,演员
许书绮,性别,女
许健,性别,男
许健,民族,汉族
许健,国籍,中国
许健,职业,教师
许健,毕业院校,中山大学
徐紫茹,性别,女
徐紫茹,国籍,中国
徐紫茹,民族,汉族
徐紫茹,毕业院校,北京电影学院
徐靓斓,性别,女
徐靓斓,国籍,中国
徐靓斓,民族,汉族
徐靓斓,职业,演员
徐赫屾,性别,男
徐赫屾,国籍,中国
徐赫屾,职业,电影导演
杨恩璞,民族,汉族
杨恩璞,国籍,中国
杨恩璞,籍贯,上海市
袁茵,性别,女
袁茵,国籍,中国
袁茵,毕业院校,北京电影学院
袁茵,职业,演员
周新霞,国籍,中国
张昊翔,国籍,中国
张昊翔,民族,汉族
张赞波,国籍,中国
延翔,性别,男
延翔,国籍,中国
延翔,民族,汉族
延翔,毕业院校,北京电影学院
延翔,职业,演员
甄龙,国籍,中国
赵福余,国籍,中国
赵福余,毕业院校,北京电影学院
邹笨笨,性别,男
邹笨笨,毕业院校,北京电影学院
张峻熙,性别,男
张峻熙,国籍,中国
张峻熙,毕业院校,北京电影学院
张峻熙,职业,演员
北京工商大学计算机与信息工程学院,学校类别,公立大学
北京工商大学计算机与信息工程学院,主管部门,北京工商大学
汪苹,性别,女
汪苹,民族,汉族
汪苹,国籍,中国
汪苹,籍贯,上海市
王仲兵,性别,男
王仲兵,民族,汉族
王仲兵,国籍,中国
王仲兵,职业,教师
谭向勇,性别,男
谭向勇,国籍,中国
谭向勇,毕业院校,中国农业大学
辛洪兵,性别,男
辛洪兵,职业,教师
辛洪兵,毕业院校,吉林工业大学
北京现代音乐研修学院,类型,公立大学
北京化工大学国家大学科技园,中文名,北京化工大学
北京化工大学国家大学科技园,类别,公立大学
国际关系学院,学校类别,公立大学
国际关系学院,主管部门,中华人民共和国教育部
北大资源美术学院,隶属,北大资源学院
中国政法大学,学校类别,公立大学
龚赛红,国籍,中国
樊丽君,性别,女
樊丽君,民族,汉族
樊丽君,国籍,中国
黄胜楠,国籍,中国
黄胜楠,民族,汉族
黄胜楠,性别,女
何国华,性别,女
何国华,毕业院校,中国政法大学
彭拴莲,国籍,中国
彭拴莲,职业,教师
李殿卿,民族,汉族
李殿卿,国籍,中国
钱才富,性别,男
钱才富,国籍,中国
钱才富,政党,中国共产党
海馨心,性别,女
海馨心,毕业院校,北京电影学院
裴亚洲,性别,男
裴亚洲,毕业院校,中国政法大学
裴亚洲,政党,中国共产党
戚艳萍,民族,汉族
戚艳萍,国籍,中国
任新钢,民族,汉族
任新钢,国籍,中国
薛长礼,性别,男
薛长礼,国籍,中国
薛长礼,政党,中国共产党
须卫,出生地,江苏省
须卫,民族,汉族
须卫,国籍,中国
赵恩平,民族,汉族
赵恩平,国籍,中国
岳云强,性别,男
岳云强,民族,汉族
岳云强,国籍,中国
岳云强,毕业院校,中国人民大学
岳云强,政党,中国共产党
张丽丹,性别,女
张丽丹,民族,汉族
张丽丹,国籍,中国
曹兵,民族,汉族
曹兵,国籍,中国
曹兵,毕业院校,南京林业大学
聂俊,国籍,中国
聂俊,毕业院校,中国美术学院
乔仁忠,民族,汉族
乔仁忠,国籍,中国
乔仁忠,毕业院校,兰州大学
武德珍,性别,女
武德珍,国籍,中国
武德珍,职业,教授
武德珍,毕业院校,北京化工大学
王峰,性别,男
王峰,外文名,Wang Feng
王峰,国籍,中华人民共和国
王峰,职业,企业家
王峰,毕业院校,武汉大学
王涛,性别,女
王涛,民族,汉族
王涛,国籍,中国
王涛,毕业院校,北京林学院
北京科技大学研究生院,学校类别,公立大学
北京科技大学研究生院,现任校长,张欣欣
北京科技大学研究生院,主管部门,中华人民共和国教育部
北京科技大学研究生院,所属联盟,北京高科大学联盟
张胜,性别,男
张胜,职 称,教授
北京钢铁学院,中文名,北京科技大学
北京钢铁学院,主管部门,中华人民共和国教育部
蔡美峰,性别,男
蔡美峰,民族,汉族
蔡美峰,国籍,中国
北京钢铁工业学院,中文名,北京科技大学
北京钢铁工业学院,主管部门,中华人民共和国教育部
段晓宇,国籍,中国
段晓宇,毕业院校,北京科技大学
丁威,国籍,美国
冯雅丽,国籍,中国
冯雅丽,毕业院校,中国矿业大学
冯雅丽,职务,教授
褚武扬,性别,男
褚武扬,民族,汉族
褚武扬,国籍,中国
褚武扬,职业,教师
褚武扬,毕业院校,北京钢铁学院
胡国华,毕业院校,复旦大学
冯爱兰,性别,女
冯爱兰,民族,汉族
冯爱兰,国籍,中国
冯爱兰,毕业院校,北京科技大学
牟在根,性别,男
牟在根,国籍,中国
牟在根,职业,教授
贺信莱,性别,男
贺信莱,出生地,上海市
贺信莱,国籍,中国
贺信莱,职业,教授
贺信莱,毕业院校,北京钢铁学院
李福燊,性别,男
李福燊,民族,汉族
李福燊,国籍,中国
李福燊,毕业院校,北京钢铁学院
张文卓,性别,男
张文卓,国籍,中国
张文卓,民族,汉族
王天生,性别,男
王天生,国籍,中国
王天生,民族,汉族
王贻明,性别,男
王贻明,国籍,中国
王贻明,职业,教师
张敬源,性别,男
张敬源,国籍,中国
赵秋瑞,国籍,中国
赵秋瑞,毕业院校,北京科技大学
蔡嗣经,性别,男
蔡嗣经,国籍,中国
陈曦,性别,女
陈曦,国籍,中国
陈曦,民族,汉族
陈曦,毕业院校,中央戏剧学院
高永涛,行业,医生
姜建壮,性别,男
姜建壮,民族,汉族
姜建壮,毕业院校,北京大学
姜福兴,性别,男
姜福兴,国籍,中国
罗维东,性别,男
罗维东,国籍,中国
罗维东,民族,汉族
罗维东,出生地,北京市
权良柱,性别,男
权良柱,民族,汉族
权良柱,国籍,中国
权良柱,毕业院校,北京科技大学
宋卫东,国籍,中国
宋卫东,职业,教授
宋卫东,毕业院校,北京科技大学
乔利杰,性别,男
乔利杰,国籍,中国
乔利杰,职业,博士生导师
林均品,性别,男
林均品,民族,汉族
林均品,国籍,中国
林均品,毕业院校,哈尔滨工业大学
邢献然,性别,男
邢献然,民族,汉族
邢献然,国籍,中国
徐金梧,国籍,中国
张文明,国籍,中国
张文明,民族,汉族
张文明,政党,中国共产党
张志良,性别,男
张志良,国籍,中国
张志良,职业,外交官
张跃,性别,男
张跃,国籍,中国
窦少华,性别,男
窦少华,国籍,中国
程养春,性别,男
程养春,国籍,中国
程养春,毕业院校,西安交通大学
程养春,政党,中国共产党
董一博,国籍,中国
戴克健,性别,男
戴克健,国籍,中国
戴克健,毕业院校,南京大学
顾慰慈,性别,男
顾慰慈,国籍,中国
顾慰慈,职业,教授
顾慰慈,毕业院校,云南大学
华北电力大学可再生能源学院,所属地区,北京市
华北电力大学可再生能源学院,主管部门,华北电力大学
华北电力大学学报,主办单位,华北电力大学
华北电力大学数理学院,所属院校,华北电力大学
华北电力大学环境科学与工程学院,学校类别,公立大学
何富发,性别,男
何富发,国籍,中国
何富发,职业,教授
何富发,毕业院校,四川大学
华北电力大学外国语学院,学校类型,学院
华北电力大学科技学院,现任校长,律方成
牛东晓,性别,男
牛东晓,民族,汉族
牛东晓,国籍,中国
牛东晓,毕业院校,华北电力大学
那时的他们,上映地区,中国
那时的他们,语言版本,普通话
那时的他们,制片地点,中国
李先彬,职业,演员
王铭诚,性别,男
王铭诚,国籍,中国
王铭诚,毕业院校,哈尔滨工业大学
王铭诚,政党,中国共产党
王铭诚,信仰,中国共产党
盛绪美,国籍,中国
盛绪美,毕业院校,哈尔滨工业大学
盛绪美,政党,中国共产党
赵成勇,性别,男
赵成勇,民族,汉族
赵成勇,国籍,中国
赵成勇,毕业院校,华北电力大学
赵成勇,职务,教授
张智娟,性别,女
张智娟,国籍,中国
曾闻问,性别,女
曾闻问,民族,汉族
曾闻问,国籍,中国
张贻琛,性别,男
张贻琛,国籍,中国
张贻琛,职业,教授
张庆君,民族,汉族
张庆君,国籍,中国
张庆君,毕业院校,华北电力大学
张庆君,政党,中国共产党
北广之星,起源于,中国传媒大学
白岚玲,性别,女
白岚玲,国籍,中国
白岚玲,职业,教师
蔡帼芬,国籍,中国
蔡帼芬,毕业院校,北京外国语大学
陈维嘉,性别,女
陈维嘉,国籍,中国
陈维嘉,民族,汉族
陈维嘉,职业,歌手
海霞,性别,女
海霞,民族,回族
海霞,国籍,中国
海霞,毕业院校,中国传媒大学
海霞,任职机构,中国中央电视台
冯殊,出生地,重庆市
冯殊,性别,男
冯殊,民族,汉族
冯殊,国籍,中国
冯殊,毕业院校,中国传媒大学
蒋家兴,民族,汉族
蒋家兴,国籍,中国
刘正举,性别,男
刘正举,行业,医生
刘正举,民族,汉族
刘正举,国籍,中国
刘笑盈,性别,男
刘笑盈,民族,汉族
刘笑盈,国籍,中国
刘笑盈,职业,博士生导师
刘笑盈,毕业院校,郑州大学
